service_no,user_no,inst_no,start_date,end_date,care_service,alert_service,check_service
82975,10,12,2020-03-11,2020-04-05,Y,N,N
82976,5,23,2020-12-02,2021-10-27,Y,Y,Y
82977,5,23,2020-11-09,2020-11-28,N,Y,N
82978,4,10,2021-12-27,2022-04-21,N,N,N
82979,3,14,2023-10-17,2024-08-23,Y,Y,N
82980,13,11,2023-08-08,2023-10-08,Y,Y,Y
82981,1,13,2021-02-09,2021-10-08,N,Y,Y
82982,8,18,2022-12-30,2023-05-03,N,N,Y
82983,9,14,2023-11-09,2024-03-21,Y,Y,Y
82984,14,19,2020-10-28,2020-12-15,Y,N,Y
82985,11,18,2020-12-23,2021-02-02,N,Y,N
82986,13,20,2023-04-25,2023-07-29,N,Y,N
82987,1,11,2022-06-02,2022-11-28,N,Y,N
82988,15,17,2022-03-14,2022-10-18,N,N,Y
82989,9,12,2023-04-28,2023-08-01,Y,N,N
82990,5,7,2021-06-09,2021-07-18,Y,N,Y
82991,9,10,2024-02-13,2024-04-22,Y,Y,N
82992,14,9,2022-04-22,2022-08-09,N,Y,Y
82993,11,12,2021-07-02,2021-12-27,Y,N,N
82994,9,23,2021-06-30,2022-04-03,N,Y,N
82995,11,13,2020-11-04,2021-04-14,Y,N,Y
82996,13,4,2020-06-21,2021-01-07,Y,N,Y
82997,11,23,2022-05-19,2023-02-09,N,Y,N
82998,8,4,2020-03-12,2020-06-02,N,Y,Y
82999,1,17,2022-01-07,2022-05-10,N,Y,N
83000,14,16,2020-01-09,2020-06-04,N,N,N
83001,3,22,2021-12-14,2021-12-31,N,Y,Y
83002,15,3,2021-07-08,2021-12-29,Y,N,N
83003,9,23,2022-02-13,2022-10-10,Y,Y,N
83004,5,9,2020-08-30,2021-04-14,N,N,Y
83005,9,17,2021-11-10,2022-07-21,Y,Y,N
83006,15,22,2020-05-26,2021-01-07,Y,N,Y
83007,15,22,2020-03-24,2021-03-13,Y,Y,Y
83008,15,20,2021-08-02,2021-10-23,N,N,N
83009,3,18,2020-09-25,2021-08-27,N,N,N
83010,12,1,2024-05-20,2024-06-12,N,N,N
83011,3,5,2023-03-08,2023-07-05,N,N,Y
83012,14,1,2023-06-17,2023-10-17,N,N,N
83013,13,14,2020-04-06,2020-08-11,Y,Y,N
83014,12,7,2022-09-04,2023-01-16,N,N,N
83015,9,10,2021-04-19,2022-01-13,N,Y,Y
83016,7,14,2021-05-15,2021-07-20,Y,N,Y
83017,8,16,2022-06-17,2022-07-15,Y,N,Y
83018,11,14,2021-07-15,2022-05-19,N,Y,N
83019,15,20,2023-04-29,2024-04-06,N,N,N
83020,9,11,2021-03-09,2021-04-22,N,N,Y
83021,13,23,2022-07-06,2023-03-01,Y,Y,Y
83022,4,17,2020-09-06,2020-10-06,N,N,Y
83023,12,17,2023-05-08,2023-07-08,Y,Y,Y
83024,9,14,2021-11-25,2022-01-18,N,N,Y
83025,15,4,2021-06-10,2021-11-06,N,N,Y
83026,9,14,2022-12-23,2023-01-04,N,N,Y
83027,3,21,2022-04-26,2022-12-13,N,N,Y
83028,4,16,2021-04-06,2021-10-08,N,Y,Y
83029,11,3,2020-11-04,2021-06-05,Y,Y,N
83030,14,21,2023-03-02,2023-10-19,N,Y,N
83031,12,16,2020-01-16,2020-06-08,Y,Y,Y
83032,7,3,2022-12-24,2023-06-02,Y,Y,N
83033,7,21,2023-06-16,2023-12-20,Y,N,N
83034,5,6,2022-04-29,2022-12-17,Y,N,Y
83035,6,18,2023-03-17,2023-12-22,N,N,N
83036,4,10,2021-12-23,2022-03-04,N,N,Y
83037,10,20,2020-01-24,2020-09-12,N,Y,Y
83038,15,12,2020-06-13,2021-02-08,Y,Y,Y
83039,11,15,2021-12-28,2022-07-05,N,N,Y
83040,13,12,2024-05-16,2025-04-05,N,N,N
83041,6,23,2020-03-26,2020-04-09,Y,Y,Y
83042,5,17,2022-10-03,2022-10-29,N,N,Y
83043,10,3,2021-06-09,2022-03-26,Y,N,Y
83044,10,11,2021-04-24,2022-04-17,Y,N,Y
83045,6,9,2023-10-08,2024-01-13,Y,Y,N
83046,1,15,2023-11-09,2024-08-11,N,Y,Y
83047,13,1,2020-10-02,2021-05-17,N,Y,Y
83048,7,2,2020-11-06,2020-12-25,Y,Y,N
83049,10,19,2023-09-08,2024-08-01,Y,N,N
83050,6,17,2022-04-09,2023-02-11,Y,Y,Y
83051,11,16,2021-01-15,2021-07-02,N,N,N
83052,9,10,2021-02-21,2021-12-06,N,Y,Y
83053,1,13,2021-01-23,2021-02-08,N,Y,N
83054,1,2,2024-01-23,2024-11-04,Y,N,Y
83055,7,19,2020-06-07,2020-09-14,Y,Y,N
83056,6,19,2021-09-27,2022-07-30,N,N,Y
83057,1,18,2024-03-19,2024-10-08,Y,Y,N
83058,9,18,2020-04-29,2020-07-07,Y,Y,Y
83059,15,18,2020-12-05,2021-12-01,N,Y,Y
83060,8,4,2024-02-23,2024-08-10,Y,N,Y
83061,9,23,2021-04-30,2021-05-11,Y,N,N
83062,6,7,2021-10-02,2022-04-16,N,N,Y
83063,3,23,2022-01-06,2022-07-29,Y,Y,Y
83064,9,14,2022-05-17,2022-06-30,N,Y,N
83065,12,11,2021-08-10,2022-03-27,N,N,Y
83066,3,2,2021-01-03,2021-02-14,Y,Y,N
83067,11,12,2023-07-11,2023-11-08,Y,N,N
83068,8,22,2023-05-08,2023-09-07,Y,N,N
83069,4,4,2022-08-11,2022-09-20,Y,N,Y
83070,4,2,2023-02-10,2023-06-06,N,Y,N
83071,5,5,2024-04-08,2024-06-11,N,N,N
83072,15,3,2020-10-29,2020-12-02,N,Y,N
83073,12,14,2023-12-04,2024-12-01,N,N,Y
83074,1,3,2020-02-17,2020-03-29,Y,N,N
83075,8,18,2023-01-25,2023-04-09,Y,N,Y
83076,2,20,2022-09-25,2023-09-13,Y,N,Y
83077,1,15,2023-11-17,2024-11-08,N,N,Y
83078,3,15,2021-03-15,2021-10-09,N,Y,Y
83079,6,13,2024-05-19,2024-10-23,N,Y,N
83080,7,20,2020-04-22,2020-07-15,N,Y,N
83081,2,15,2020-06-09,2020-12-25,Y,N,Y
83082,3,3,2020-02-13,2020-05-24,N,Y,Y
83083,8,19,2022-12-09,2023-06-09,N,N,Y
83084,5,7,2021-02-17,2021-10-29,N,N,N
83085,10,3,2024-04-25,2024-10-04,Y,N,Y
83086,1,14,2020-10-11,2021-06-27,Y,Y,Y
83087,5,19,2020-11-22,2021-08-15,Y,N,N
83088,1,16,2023-02-06,2024-01-11,N,Y,Y
83089,14,8,2020-02-07,2021-01-16,Y,Y,N
83090,4,4,2023-08-13,2023-12-07,N,N,N
83091,4,11,2021-04-16,2021-08-15,Y,N,N
83092,15,16,2023-07-12,2024-06-12,Y,Y,Y
83093,15,17,2020-05-07,2021-02-17,N,Y,N
83094,7,15,2021-08-10,2022-01-03,N,Y,N
83095,4,16,2024-01-14,2024-12-13,N,N,Y
83096,13,23,2022-01-14,2022-08-21,N,N,Y
83097,12,22,2022-08-13,2022-10-15,Y,N,N
83098,11,11,2020-08-19,2021-04-12,Y,Y,Y
83099,13,14,2021-01-08,2021-02-27,N,N,Y
83100,13,12,2022-12-07,2023-02-18,N,N,Y
83101,1,17,2020-09-21,2021-06-06,Y,N,Y
83102,13,9,2023-04-20,2024-04-15,N,N,N
83103,10,5,2022-02-24,2023-01-27,N,N,N
83104,3,8,2023-03-06,2023-09-23,N,Y,Y
83105,12,15,2022-07-09,2023-06-14,N,Y,Y
83106,6,15,2021-04-02,2021-04-07,Y,N,Y
83107,15,1,2023-07-14,2024-06-26,N,N,N
83108,5,12,2023-11-27,2023-12-04,Y,N,N
83109,7,19,2022-12-18,2022-12-24,N,Y,N
83110,5,18,2023-02-03,2023-03-10,N,N,N
83111,7,16,2023-09-24,2024-01-29,Y,Y,N
83112,13,5,2023-02-22,2023-12-02,N,Y,Y
83113,2,17,2022-04-10,2023-02-01,N,Y,N
83114,7,7,2020-08-21,2020-12-27,N,Y,N
83115,15,22,2020-07-29,2020-12-30,Y,N,Y
83116,3,23,2023-05-30,2023-08-02,N,Y,Y
83117,11,4,2023-10-27,2024-01-18,Y,N,Y
83118,14,16,2021-03-24,2021-11-10,N,N,N
83119,5,7,2020-11-08,2021-08-23,Y,N,Y
83120,2,8,2022-11-01,2022-11-15,Y,Y,N
83121,9,12,2020-04-01,2020-07-15,Y,N,N
83122,11,22,2022-04-08,2022-12-30,Y,N,Y
83123,12,12,2023-03-25,2024-01-19,N,Y,N
83124,6,14,2021-12-04,2022-05-31,N,Y,Y
83125,10,3,2023-05-28,2023-12-02,Y,Y,Y
83126,6,16,2022-11-24,2023-08-31,N,N,N
83127,14,3,2024-04-19,2024-04-20,N,N,N
83128,5,3,2023-08-01,2023-09-13,N,N,N
83129,15,8,2021-09-10,2021-10-14,N,N,Y
83130,4,11,2024-03-10,2024-10-11,Y,Y,N
83131,7,16,2022-02-27,2022-07-27,Y,Y,Y
83132,5,14,2023-04-14,2024-01-22,Y,N,N
83133,4,20,2020-05-19,2020-11-03,Y,N,N
83134,11,23,2022-08-16,2023-08-05,Y,N,Y
83135,9,10,2024-02-01,2024-11-29,Y,N,Y
83136,6,9,2022-09-09,2023-06-05,Y,N,N
83137,12,7,2022-07-14,2022-09-18,N,N,Y
83138,2,14,2022-11-04,2023-02-20,N,N,Y
83139,2,14,2022-03-22,2022-05-01,N,Y,Y
83140,12,13,2023-03-20,2023-12-01,Y,N,N
83141,11,10,2020-03-04,2020-05-12,Y,Y,N
83142,7,11,2024-01-10,2024-03-18,N,N,N
83143,7,18,2020-05-30,2020-07-23,N,N,Y
83144,6,11,2023-04-12,2023-05-20,N,Y,N
83145,11,14,2022-07-11,2023-05-11,N,Y,N
83146,3,17,2020-08-25,2021-05-15,N,N,N
83147,5,22,2023-03-12,2023-08-01,N,N,N
83148,13,3,2024-01-06,2024-05-20,Y,Y,Y
83149,12,8,2022-06-01,2023-01-20,N,Y,N
83150,12,22,2024-02-05,2024-07-04,N,Y,Y
83151,1,1,2021-02-06,2021-07-07,N,Y,Y
83152,4,6,2020-09-03,2020-11-01,Y,Y,Y
83153,4,17,2021-12-05,2022-12-02,Y,N,Y
83154,12,21,2021-07-27,2022-04-11,Y,Y,N
83155,2,18,2022-07-20,2023-06-18,Y,Y,N
83156,2,3,2022-01-20,2022-10-31,N,N,Y
83157,14,21,2021-05-31,2021-09-23,N,N,N
83158,15,14,2020-11-08,2021-05-18,N,N,Y
83159,3,1,2021-04-30,2021-07-26,Y,Y,Y
83160,3,7,2020-07-13,2021-05-23,N,Y,Y
83161,14,8,2023-07-08,2023-12-12,Y,Y,Y
83162,3,23,2023-08-27,2024-05-20,Y,N,N
83163,13,11,2020-03-14,2021-01-11,N,Y,N
83164,4,12,2021-10-18,2022-01-01,Y,N,N
83165,10,20,2022-04-17,2022-06-17,Y,Y,Y
83166,11,17,2021-12-26,2022-07-23,N,Y,Y
83167,4,2,2022-03-14,2022-05-08,N,N,N
83168,3,14,2022-01-22,2022-02-02,Y,N,Y
83169,3,23,2021-05-09,2021-12-07,Y,N,N
83170,8,9,2020-01-15,2020-06-11,N,Y,N
83171,11,22,2020-03-29,2020-04-16,Y,N,N
83172,13,5,2023-01-18,2023-11-26,N,N,N
83173,9,22,2022-02-18,2022-04-16,Y,Y,N
83174,14,20,2020-04-12,2020-08-24,N,N,Y
83175,12,5,2020-07-07,2020-08-24,N,Y,Y
83176,4,17,2021-07-24,2021-10-02,Y,Y,Y
83177,7,9,2024-04-06,2024-05-03,Y,N,Y
83178,9,21,2022-06-26,2022-08-01,N,Y,N
83179,7,8,2020-05-01,2020-12-20,N,Y,Y
83180,5,4,2022-06-02,2023-01-06,N,N,N
83181,11,19,2021-05-09,2021-09-01,N,N,Y
83182,9,7,2020-10-12,2021-05-25,Y,Y,N
83183,10,13,2022-06-03,2023-05-11,N,N,N
83184,6,5,2022-07-15,2022-12-27,N,Y,N
83185,5,11,2020-03-09,2020-04-25,Y,Y,N
83186,7,4,2023-09-17,2024-04-29,N,N,Y
83187,2,23,2022-07-02,2023-03-28,N,N,Y
83188,12,15,2021-03-25,2021-04-28,Y,Y,Y
83189,15,15,2022-05-16,2023-02-08,Y,Y,Y
83190,11,10,2023-09-19,2024-03-31,N,N,N
83191,8,23,2021-09-27,2022-08-23,Y,N,N
83192,7,19,2024-03-06,2024-05-28,Y,Y,N
83193,13,14,2020-10-20,2021-04-06,N,Y,Y
83194,4,11,2022-12-06,2023-10-19,Y,Y,N
83195,3,4,2023-11-25,2023-12-24,N,Y,N
83196,3,19,2022-07-24,2023-05-29,Y,Y,Y
83197,5,3,2021-10-19,2022-06-05,Y,N,Y
83198,8,4,2022-06-18,2023-04-05,Y,N,N
83199,3,12,2020-12-02,2021-02-01,Y,N,N
83200,14,19,2022-07-22,2022-09-02,Y,Y,N
83201,7,3,2023-02-10,2023-03-05,Y,N,N
83202,15,9,2020-03-11,2020-07-20,N,Y,Y
83203,10,3,2023-10-23,2024-08-24,Y,Y,Y
83204,14,20,2024-04-16,2025-02-06,N,Y,Y
83205,2,2,2024-03-06,2024-03-14,Y,Y,N
83206,12,8,2022-07-19,2022-10-29,Y,Y,N
83207,14,18,2021-05-16,2022-01-26,Y,Y,N
83208,7,8,2021-09-01,2022-05-07,N,Y,Y
83209,15,15,2023-11-14,2024-03-17,Y,N,N
83210,9,8,2023-09-15,2023-11-02,N,N,N
83211,8,6,2021-06-20,2021-09-17,N,N,N
83212,6,8,2022-12-07,2023-06-18,Y,Y,Y
83213,14,21,2022-02-09,2022-03-31,Y,Y,N
83214,3,9,2022-06-21,2022-10-09,Y,N,N
83215,1,17,2020-10-23,2020-11-14,Y,Y,Y
83216,8,18,2023-10-22,2024-04-04,Y,N,N
83217,3,13,2021-08-31,2022-03-19,Y,Y,Y
83218,6,3,2021-07-05,2021-10-10,Y,N,N
83219,2,7,2021-05-04,2021-08-19,Y,N,Y
83220,14,3,2023-08-07,2024-01-29,N,Y,Y
83221,8,8,2021-11-30,2022-04-06,Y,N,Y
83222,7,11,2022-01-05,2022-08-15,Y,Y,Y
83223,4,18,2021-07-28,2022-02-13,N,N,Y
83224,9,9,2023-07-12,2023-08-19,Y,Y,Y
83225,3,14,2021-11-25,2022-01-11,N,Y,Y
83226,10,7,2020-09-26,2020-11-16,Y,Y,Y
83227,11,12,2021-12-19,2022-05-31,Y,N,N
83228,1,1,2022-12-03,2023-09-26,Y,N,N
83229,7,10,2020-07-06,2021-01-14,N,N,Y
83230,10,1,2023-10-27,2023-11-23,Y,N,Y
83231,12,18,2022-07-24,2022-08-30,N,N,Y
83232,14,11,2020-08-19,2021-07-29,N,Y,N
83233,8,22,2022-04-06,2022-11-07,N,N,Y
83234,5,23,2020-12-20,2021-01-13,N,Y,N
83235,11,15,2020-02-09,2020-11-02,N,N,Y
83236,2,2,2022-10-05,2023-02-03,Y,Y,Y
83237,5,23,2023-12-31,2024-01-29,N,Y,N
83238,3,14,2021-05-23,2022-05-19,N,Y,N
83239,13,23,2020-05-17,2021-04-21,N,Y,N
83240,15,16,2024-04-04,2025-01-05,N,Y,Y
83241,4,21,2024-02-18,2024-10-05,Y,N,Y
83242,7,6,2021-01-01,2021-03-05,N,N,Y
83243,11,8,2021-11-14,2022-08-06,N,Y,N
83244,4,3,2024-04-01,2024-10-25,N,N,N
83245,6,17,2024-02-04,2024-05-01,N,Y,Y
83246,9,20,2023-11-04,2024-05-02,N,N,Y
83247,12,5,2024-03-21,2024-08-07,Y,N,Y
83248,7,12,2022-04-12,2022-06-07,Y,N,N
83249,12,19,2020-02-26,2020-04-21,N,Y,Y
83250,13,8,2022-01-24,2022-08-29,Y,Y,N
83251,4,8,2023-02-02,2023-04-07,Y,N,Y
83252,8,10,2022-05-06,2022-08-03,Y,N,Y
83253,6,20,2023-11-19,2024-06-21,N,Y,Y
83254,9,4,2024-04-14,2025-03-17,N,Y,N
83255,7,14,2023-12-12,2024-03-09,Y,Y,Y
83256,12,22,2022-01-18,2022-05-14,N,N,N
83257,4,1,2021-01-24,2021-12-26,Y,N,N
83258,9,16,2020-04-11,2021-04-07,N,Y,N
83259,3,4,2020-07-06,2021-01-06,Y,Y,Y
83260,2,8,2023-09-23,2024-08-25,N,Y,N
83261,4,21,2021-04-21,2021-05-16,N,Y,N
83262,12,21,2024-01-20,2024-12-26,N,Y,N
83263,15,11,2021-07-30,2022-01-16,N,Y,Y
83264,2,5,2020-02-24,2021-01-10,N,Y,N
83265,5,12,2020-02-23,2020-04-07,Y,Y,Y
83266,7,17,2020-12-23,2021-08-01,N,N,Y
83267,14,21,2020-12-01,2021-11-16,N,Y,Y
83268,1,9,2022-04-08,2022-05-19,N,N,N
83269,1,17,2020-04-18,2020-11-22,Y,N,Y
83270,6,22,2024-01-18,2025-01-12,Y,N,Y
83271,15,6,2022-05-28,2022-08-04,N,Y,Y
83272,10,6,2024-03-07,2024-06-02,N,N,N
83273,1,21,2024-01-11,2024-02-14,Y,Y,Y
83274,2,15,2020-11-20,2021-06-07,Y,Y,N
83275,2,20,2022-09-21,2023-02-20,N,Y,Y
83276,6,16,2020-06-28,2021-06-11,Y,Y,N
83277,12,18,2022-07-07,2023-02-26,Y,N,Y
83278,3,5,2020-10-26,2021-07-25,N,N,N
83279,9,20,2024-02-10,2024-03-19,N,N,N
83280,7,23,2021-08-29,2021-09-09,N,Y,N
83281,6,3,2020-04-20,2021-02-20,Y,N,N
83282,8,16,2024-02-14,2025-02-07,Y,N,Y
83283,11,16,2021-02-07,2021-09-02,N,Y,Y
83284,1,16,2023-06-18,2024-03-31,N,N,N
83285,12,9,2020-06-20,2021-03-21,Y,Y,N
83286,12,23,2021-05-15,2021-08-10,N,N,N
83287,6,15,2020-07-28,2020-11-01,Y,N,N
83288,10,7,2021-03-10,2022-02-14,Y,Y,N
83289,7,2,2020-07-09,2021-01-16,Y,Y,N
83290,11,9,2023-01-14,2023-07-03,Y,Y,N
83291,1,11,2021-08-17,2021-11-12,Y,Y,N
83292,4,5,2021-02-16,2021-06-11,Y,N,N
83293,15,16,2022-09-01,2022-12-13,N,N,N
83294,2,12,2021-01-24,2021-12-05,N,N,Y
83295,4,8,2021-08-22,2022-02-18,N,Y,Y
83296,11,23,2022-09-22,2022-10-28,N,N,N
83297,2,9,2020-11-30,2021-05-03,N,Y,Y
83298,8,13,2022-04-05,2022-06-05,N,Y,N
83299,12,2,2021-02-18,2021-09-08,Y,N,Y
83300,5,13,2023-04-29,2023-10-28,N,N,N
83301,13,9,2023-12-07,2024-09-18,N,Y,N
83302,10,19,2020-06-02,2020-12-08,N,Y,N
83303,12,10,2024-04-21,2024-09-04,Y,Y,N
83304,12,18,2024-05-16,2025-05-06,Y,N,Y
83305,7,11,2023-08-17,2024-06-11,N,Y,N
83306,10,21,2022-03-02,2022-04-22,Y,Y,Y
83307,4,10,2023-01-25,2023-03-21,Y,N,N
83308,7,5,2023-04-27,2024-02-15,N,Y,Y
83309,12,8,2023-11-22,2024-09-21,Y,Y,Y
83310,9,15,2022-11-15,2023-06-05,Y,N,Y
83311,10,14,2024-02-10,2024-12-28,N,N,N
83312,10,15,2021-03-10,2021-12-24,Y,Y,Y
83313,3,4,2022-01-30,2022-07-12,Y,Y,N
83314,10,21,2022-04-03,2022-07-16,N,Y,Y
83315,13,20,2022-10-31,2023-09-24,Y,Y,N
83316,10,17,2024-05-31,2025-03-29,N,N,N
83317,14,12,2022-05-04,2022-05-16,N,Y,Y
83318,2,4,2021-04-01,2021-06-27,N,N,N
83319,15,6,2021-08-13,2022-01-28,N,N,Y
83320,10,20,2022-12-10,2023-10-18,N,Y,Y
83321,3,19,2023-08-06,2024-06-14,N,N,Y
83322,9,13,2023-12-09,2024-11-29,Y,Y,Y
83323,8,19,2022-04-03,2022-07-15,Y,Y,Y
83324,6,1,2023-02-06,2023-09-20,N,N,N
83325,3,14,2021-07-29,2022-04-12,N,Y,N
83326,14,1,2021-06-16,2022-02-15,N,N,N
83327,5,7,2021-10-31,2022-04-11,Y,N,N
83328,15,8,2022-01-27,2022-04-03,N,N,N
83329,6,5,2021-08-31,2022-02-05,Y,Y,N
83330,8,22,2020-08-28,2021-05-05,N,N,Y
83331,10,11,2021-10-27,2022-05-17,Y,N,N
83332,15,8,2020-01-05,2020-12-06,Y,N,N
83333,5,21,2023-06-15,2024-04-10,N,N,Y
83334,12,15,2023-01-24,2023-03-30,N,Y,N
83335,7,19,2022-05-06,2022-06-06,N,Y,N
83336,13,16,2022-11-17,2023-09-07,Y,Y,N
83337,4,5,2021-10-27,2021-12-23,N,Y,N
83338,2,6,2021-10-21,2022-02-24,Y,Y,N
83339,7,3,2021-05-24,2021-06-06,N,Y,Y
83340,1,17,2023-08-26,2024-03-21,N,Y,N
83341,2,15,2021-01-26,2021-02-24,N,Y,Y
83342,5,3,2023-05-22,2024-01-17,Y,Y,N
83343,11,12,2024-02-13,2025-02-06,Y,Y,Y
83344,3,11,2022-09-21,2023-01-20,Y,Y,N
83345,8,23,2023-09-20,2023-12-17,N,N,N
83346,1,12,2020-08-05,2020-10-15,N,Y,Y
83347,10,18,2021-05-06,2021-12-04,N,N,N
83348,2,10,2022-05-03,2022-05-18,Y,Y,N
83349,8,1,2020-01-24,2020-11-17,Y,Y,Y
83350,14,8,2022-10-10,2023-03-02,N,N,N
83351,10,3,2021-07-18,2022-07-01,N,Y,N
83352,2,12,2023-12-12,2024-08-02,N,N,Y
83353,13,10,2020-11-11,2020-12-18,Y,Y,Y
83354,15,12,2020-11-29,2021-08-13,Y,Y,Y
83355,7,17,2022-03-18,2023-02-20,Y,N,N
83356,10,21,2023-01-06,2023-01-12,Y,N,N
83357,10,8,2024-03-29,2024-06-13,Y,N,N
83358,9,14,2020-05-29,2020-12-09,Y,N,Y
83359,15,20,2021-07-03,2022-03-19,N,N,Y
83360,2,21,2023-12-07,2024-03-17,Y,N,N
83361,12,20,2020-02-12,2020-10-22,Y,N,N
83362,7,12,2023-12-12,2024-08-11,N,Y,N
83363,14,7,2024-03-31,2024-04-24,Y,Y,Y
83364,5,12,2020-03-28,2021-03-07,N,Y,Y
83365,9,23,2020-06-11,2021-01-10,Y,N,N
83366,8,12,2023-10-21,2024-05-24,N,Y,Y
83367,4,8,2023-10-09,2023-11-17,N,N,N
83368,15,11,2021-01-06,2021-05-29,N,N,N
83369,8,22,2020-02-10,2020-11-03,Y,Y,N
83370,14,20,2021-05-26,2022-03-16,Y,Y,Y
83371,6,20,2022-02-03,2022-03-02,N,Y,Y
83372,4,18,2021-01-25,2021-06-14,N,N,N
83373,2,19,2022-06-29,2022-09-07,Y,Y,Y
83374,12,2,2023-02-24,2023-04-11,N,Y,Y
83375,13,14,2022-03-13,2022-12-05,N,Y,Y
83376,3,19,2022-02-27,2022-12-12,Y,N,N
83377,2,16,2022-12-30,2023-05-28,Y,N,N
83378,14,15,2021-10-22,2021-12-24,N,N,N
83379,15,23,2021-04-26,2021-11-20,Y,Y,N
83380,12,2,2023-05-10,2024-01-20,N,Y,N
83381,14,12,2023-09-19,2023-11-29,N,Y,N
83382,15,1,2021-02-25,2021-10-22,Y,N,Y
83383,9,10,2022-02-25,2022-06-20,N,Y,Y
83384,2,5,2022-12-17,2023-09-02,N,N,Y
83385,14,20,2022-08-06,2023-02-11,N,Y,Y
83386,10,12,2023-07-25,2024-04-18,N,Y,Y
83387,7,1,2023-01-19,2024-01-02,N,Y,Y
83388,2,3,2022-03-17,2023-01-22,Y,N,N
83389,5,21,2020-11-25,2021-07-22,Y,Y,Y
83390,15,6,2021-11-23,2022-10-09,Y,Y,N
83391,13,22,2024-05-09,2025-02-22,Y,Y,N
83392,7,22,2020-03-20,2020-03-26,N,N,Y
83393,14,1,2023-01-09,2024-01-01,Y,N,Y
83394,9,15,2021-04-11,2022-03-10,Y,N,N
83395,1,3,2020-09-25,2020-11-16,Y,Y,N
83396,2,17,2023-09-08,2024-02-15,N,N,N
83397,8,8,2022-12-10,2023-07-01,N,N,Y
83398,6,22,2020-05-06,2021-05-01,N,Y,N
83399,13,9,2020-12-10,2021-10-09,N,N,Y
83400,4,12,2023-12-04,2024-05-29,N,Y,N
83401,1,17,2020-05-11,2020-07-13,N,Y,N
83402,3,1,2021-10-10,2022-04-18,Y,N,N
83403,8,13,2021-12-11,2022-07-23,Y,Y,Y
83404,8,1,2022-08-26,2022-11-04,N,Y,N
83405,14,14,2020-02-14,2020-04-13,Y,Y,N
83406,2,3,2020-08-22,2020-10-06,Y,Y,N
83407,2,22,2022-11-11,2023-02-16,Y,Y,N
83408,1,16,2022-05-15,2022-08-09,Y,N,Y
83409,13,10,2022-05-25,2022-08-16,N,N,Y
83410,8,9,2022-04-19,2022-04-23,Y,Y,Y
83411,1,16,2022-09-24,2022-11-19,Y,N,N
83412,12,20,2022-03-04,2022-12-08,N,Y,Y
83413,2,7,2022-10-11,2023-08-21,Y,N,N
83414,10,20,2020-01-17,2020-07-16,Y,Y,N
83415,8,21,2020-04-05,2020-11-05,N,N,N
83416,1,15,2021-12-27,2022-12-26,Y,N,N
83417,13,22,2020-06-02,2020-07-17,Y,Y,N
83418,13,2,2021-02-06,2022-01-05,Y,N,Y
83419,11,15,2024-04-23,2024-05-25,N,Y,Y
83420,10,20,2024-02-01,2024-09-28,Y,Y,Y
83421,1,15,2022-02-21,2022-04-14,N,Y,Y
83422,11,23,2024-01-01,2024-04-17,N,Y,N
83423,3,1,2022-06-17,2022-12-13,Y,N,N
83424,12,23,2020-09-19,2021-04-27,Y,Y,Y
83425,13,21,2021-08-03,2022-06-08,N,Y,Y
83426,12,22,2023-10-01,2024-06-30,Y,N,N
83427,15,4,2024-02-24,2024-11-21,Y,N,N
83428,4,3,2024-03-25,2024-07-28,N,N,Y
83429,15,9,2023-04-28,2023-10-11,N,Y,N
83430,6,20,2022-03-06,2022-11-27,N,Y,Y
83431,11,20,2023-08-30,2023-09-29,N,Y,Y
83432,2,3,2023-06-22,2024-03-30,Y,N,N
83433,13,13,2022-11-04,2023-05-15,N,Y,Y
83434,4,4,2020-03-28,2020-06-03,N,Y,N
83435,6,18,2021-04-27,2021-08-21,Y,Y,N
83436,8,19,2020-08-29,2021-01-07,N,N,N
83437,10,19,2022-04-14,2022-11-10,Y,N,N
83438,8,22,2020-06-13,2020-09-23,N,Y,Y
83439,6,12,2022-10-27,2023-08-18,N,N,N
83440,12,1,2021-04-19,2021-08-11,Y,N,Y
83441,6,5,2022-03-31,2022-08-25,Y,N,Y
83442,4,4,2020-03-05,2020-12-14,Y,Y,Y
83443,3,3,2021-04-12,2021-11-27,Y,Y,Y
83444,6,21,2021-01-15,2021-05-22,Y,Y,Y
83445,1,16,2023-09-28,2024-09-12,N,N,Y
83446,1,12,2022-05-02,2022-07-10,Y,N,N
83447,15,21,2023-12-21,2024-12-01,Y,Y,Y
83448,13,19,2022-08-30,2022-12-27,Y,N,Y
83449,15,14,2023-07-07,2024-01-22,Y,N,N
83450,13,14,2022-12-22,2023-12-09,N,N,N
83451,7,22,2023-05-03,2023-08-18,Y,Y,N
83452,7,17,2022-11-13,2023-08-28,N,N,Y
83453,9,18,2020-02-19,2020-03-15,Y,Y,Y
83454,11,2,2024-01-15,2024-03-02,Y,N,N
83455,2,18,2022-12-20,2023-05-05,N,Y,N
83456,2,12,2021-05-02,2022-04-07,Y,N,N
83457,6,19,2023-09-24,2024-02-16,N,Y,Y
83458,5,2,2022-06-13,2022-12-26,Y,N,N
83459,12,8,2023-05-28,2023-07-23,N,N,N
83460,5,22,2020-02-17,2020-07-29,Y,Y,N
83461,10,4,2021-06-23,2021-12-05,Y,Y,N
83462,4,21,2021-10-19,2022-02-14,N,Y,N
83463,4,13,2021-12-21,2022-09-24,N,Y,Y
83464,5,20,2021-04-23,2021-05-15,Y,N,Y
